frame_id,seq_id,class_id,behavioural_label,image_path,mask_path,overlay_path,gas_area_pct,gas_centroid_x,gas_centroid_y,gas_dispersion,gas_connected_components,gas_intensity_mean,gas_intensity_max,is_interpolated,excluded,split
SEQ_0483_frame_00023,0483,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0483/images/SEQ_0483_frame_00023.png,dataset/SEQ_0483/masks/SEQ_0483_frame_00023.png,dataset/SEQ_0483/overlays/SEQ_0483_frame_00023.png,3.5625,202.27,151.83,31.5035,1,107.54,123.0,False,False,train
SEQ_0483_frame_00024,0483,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0483/images/SEQ_0483_frame_00024.png,dataset/SEQ_0483/masks/SEQ_0483_frame_00024.png,dataset/SEQ_0483/overlays/SEQ_0483_frame_00024.png,5.487,199.38,135.08,39.9425,1,112.9,167.0,False,False,train
SEQ_0484_frame_00000,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00000.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00000.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00000.png,3.0938,114.59,118.67,15.1784,1,109.17,174.0,False,False,train
SEQ_0484_frame_00001,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00001.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00001.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00001.png,9.8451,72.15,100.81,30.3791,1,123.56,178.0,False,False,train
SEQ_0484_frame_00002,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00002.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00002.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00002.png,16.0677,66.53,106.7,40.6935,1,127.58,232.0,False,False,train
SEQ_0484_frame_00003,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00003.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00003.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00003.png,14.7799,61.51,75.47,32.4424,1,128.52,177.0,False,False,train
SEQ_0484_frame_00057,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00057.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00057.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00057.png,2.5534,114.9,86.58,19.2491,1,116.06,176.0,False,False,train
SEQ_0484_frame_00058,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00058.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00058.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00058.png,13.7487,66.45,77.95,35.2005,1,129.08,213.0,False,False,train
SEQ_0484_frame_00059,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00059.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00059.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00059.png,14.444,68.01,79.73,35.9023,1,132.9,232.0,False,False,train
SEQ_0484_frame_00060,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00060.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00060.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00060.png,16.7461,82.93,78.02,37.4325,1,132.92,225.0,False,False,train
SEQ_0484_frame_00061,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00061.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00061.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00061.png,15.0299,81.56,93.13,35.3936,1,121.73,141.0,False,False,train
SEQ_0484_frame_00142,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00142.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00142.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00142.png,6.7865,152.33,123.71,25.0483,1,131.74,187.0,False,False,train
SEQ_0484_frame_00143,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00143.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00143.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00143.png,17.1641,118.21,124.61,34.879,1,128.26,192.0,False,False,train
SEQ_0484_frame_00144,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00144.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00144.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00144.png,25.0169,101.42,134.99,45.4575,1,127.27,182.0,False,False,train
SEQ_0484_frame_00145,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00145.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00145.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00145.png,33.2214,98.5,134.09,50.2803,1,125.31,189.0,False,False,train
SEQ_0484_frame_00146,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00146.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00146.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00146.png,30.6198,82.79,119.59,49.7467,1,123.34,184.0,False,False,train
SEQ_0484_frame_00147,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00147.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00147.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00147.png,20.043,120.82,128.58,40.0274,1,113.07,130.0,False,False,train
SEQ_0484_frame_00168,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00168.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00168.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00168.png,6.8906,163.96,168.57,21.409,1,117.95,169.0,False,False,train
SEQ_0484_frame_00169,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00169.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00169.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00169.png,15.9518,139.69,165.01,34.4007,1,123.2,171.0,False,False,train
SEQ_0484_frame_00170,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00170.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00170.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00170.png,23.7773,114.38,147.26,43.5885,1,122.38,236.0,False,False,train
SEQ_0484_frame_00171,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00171.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00171.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00171.png,28.9023,98.83,132.39,49.6117,1,121.47,207.0,False,False,train
SEQ_0484_frame_00172,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00172.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00172.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00172.png,31.9622,96.32,129.28,52.605,1,117.31,164.0,False,False,train
SEQ_0484_frame_00173,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00173.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00173.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00173.png,17.4062,99.44,117.9,39.8587,1,112.22,134.0,False,False,train
SEQ_0484_frame_00217,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00217.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00217.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00217.png,8.1797,197.3,142.96,35.652,1,127.23,223.0,False,False,train
SEQ_0484_frame_00219,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00219.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00219.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00219.png,4.1055,211.27,115.45,51.0806,1,125.74,178.0,False,False,train
SEQ_0484_frame_00220,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00220.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00220.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00220.png,11.2656,197.21,111.36,50.7611,1,139.7,199.0,False,False,train
SEQ_0484_frame_00221,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00221.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00221.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00221.png,22.7227,162.56,105.35,48.2402,1,136.35,202.0,False,False,train
SEQ_0484_frame_00222,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00222.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00222.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00222.png,31.0339,141.64,97.04,52.0436,1,132.45,182.0,False,False,train
SEQ_0484_frame_00223,0484,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0484/images/SEQ_0484_frame_00223.png,dataset/SEQ_0484/masks/SEQ_0484_frame_00223.png,dataset/SEQ_0484/overlays/SEQ_0484_frame_00223.png,28.3073,149.87,104.43,51.9928,1,128.75,163.0,False,False,train
SEQ_0486_frame_00095,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00095.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00095.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00095.png,7.6315,170.99,180.56,24.6372,1,106.0,154.0,False,False,train
SEQ_0486_frame_00096,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00096.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00096.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00096.png,16.3529,136.71,172.52,40.394,1,107.58,162.0,False,False,train
SEQ_0486_frame_00097,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00097.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00097.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00097.png,9.0221,160.55,164.7,28.0702,1,105.85,159.0,False,False,train
SEQ_0486_frame_00098,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00098.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00098.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00098.png,8.8971,159.85,173.14,29.0453,1,105.8,176.0,False,False,train
SEQ_0486_frame_00099,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00099.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00099.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00099.png,7.3503,157.39,165.23,27.4672,1,106.62,142.0,False,False,train
SEQ_0486_frame_00100,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00100.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00100.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00100.png,7.0885,176.05,163.82,26.0051,1,107.64,130.0,False,False,train
SEQ_0486_frame_00101,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00101.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00101.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00101.png,16.4388,192.39,157.2,39.1283,1,111.98,236.0,False,False,train
SEQ_0486_frame_00127,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00127.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00127.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00127.png,15.4154,141.13,191.54,43.1446,1,106.68,231.0,False,False,train
SEQ_0486_frame_00128,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00128.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00128.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00128.png,7.2786,163.86,181.35,27.5086,1,107.34,182.0,False,False,train
SEQ_0486_frame_00129,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00129.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00129.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00129.png,9.4167,141.26,195.97,38.2318,1,107.1,178.0,False,False,train
SEQ_0486_frame_00130,0486,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0486/images/SEQ_0486_frame_00130.png,dataset/SEQ_0486/masks/SEQ_0486_frame_00130.png,dataset/SEQ_0486/overlays/SEQ_0486_frame_00130.png,10.1146,143.77,184.91,37.7295,1,103.7,178.0,False,False,train
SEQ_0488_frame_00000,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00000.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00000.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00000.png,9.9896,142.04,175.41,35.0969,1,105.18,155.0,False,False,val
SEQ_0488_frame_00001,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00001.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00001.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00001.png,3.9714,167.48,150.7,20.3401,1,101.34,141.0,False,False,val
SEQ_0488_frame_00002,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00002.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00002.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00002.png,5.0443,171.09,164.54,19.325,1,119.75,225.0,False,False,val
SEQ_0488_frame_00003,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00003.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00003.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00003.png,14.0938,153.53,163.54,30.4413,1,121.11,232.0,False,False,val
SEQ_0488_frame_00004,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00004.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00004.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00004.png,15.5391,135.49,127.0,33.7328,1,123.32,213.0,False,False,val
SEQ_0488_frame_00005,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00005.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00005.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00005.png,22.4661,126.58,105.63,40.3326,1,117.66,164.0,False,False,val
SEQ_0488_frame_00006,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00006.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00006.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00006.png,25.2396,122.52,91.89,43.6484,1,112.83,226.0,False,False,val
SEQ_0488_frame_00007,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00007.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00007.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00007.png,30.776,146.03,81.47,56.6249,1,112.11,126.0,False,False,val
SEQ_0488_frame_00027,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00027.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00027.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00027.png,6.7422,161.72,133.16,25.373,1,116.12,149.0,False,False,val
SEQ_0488_frame_00028,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00028.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00028.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00028.png,13.9648,135.28,122.52,31.9514,1,118.75,163.0,False,False,val
SEQ_0488_frame_00029,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00029.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00029.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00029.png,15.4844,130.63,104.85,38.1263,1,121.72,224.0,False,False,val
SEQ_0488_frame_00030,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00030.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00030.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00030.png,19.4505,120.46,98.66,42.5422,1,119.96,165.0,False,False,val
SEQ_0488_frame_00031,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00031.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00031.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00031.png,22.3594,118.85,81.5,46.3008,1,115.7,173.0,False,False,val
SEQ_0488_frame_00032,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00032.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00032.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00032.png,16.5755,145.96,59.25,56.6834,1,113.94,153.0,False,False,val
SEQ_0488_frame_00033,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00033.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00033.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00033.png,8.7773,184.78,63.14,65.3297,1,112.06,121.0,False,False,val
SEQ_0488_frame_00038,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00038.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00038.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00038.png,7.2435,161.39,137.41,26.7017,1,117.72,178.0,False,False,val
SEQ_0488_frame_00039,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00039.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00039.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00039.png,14.2461,156.7,117.02,36.6708,1,120.08,229.0,False,False,val
SEQ_0488_frame_00040,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00040.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00040.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00040.png,17.1315,146.75,82.77,46.41,1,120.32,165.0,False,False,val
SEQ_0488_frame_00041,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00041.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00041.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00041.png,18.4479,138.94,83.37,44.7678,1,121.13,164.0,False,False,val
SEQ_0488_frame_00042,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00042.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00042.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00042.png,18.7943,130.67,66.96,49.3527,1,115.93,129.0,False,False,val
SEQ_0488_frame_00043,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00043.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00043.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00043.png,22.7096,138.14,68.16,53.3967,1,112.22,124.0,False,False,val
SEQ_0488_frame_00044,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00044.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00044.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00044.png,18.4961,149.66,58.21,59.088,1,112.41,229.0,False,False,val
SEQ_0488_frame_00050,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00050.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00050.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00050.png,5.1042,169.63,167.14,20.0371,1,112.87,194.0,False,False,val
SEQ_0488_frame_00051,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00051.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00051.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00051.png,13.0078,124.4,164.97,40.6706,1,107.47,161.0,False,False,val
SEQ_0488_frame_00052,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00052.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00052.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00052.png,12.0156,119.76,179.48,46.2187,1,106.34,139.0,False,False,val
SEQ_0488_frame_00053,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00053.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00053.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00053.png,5.9661,160.33,177.71,23.0257,1,110.82,177.0,False,False,val
SEQ_0488_frame_00084,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00084.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00084.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00084.png,2.9362,189.97,213.0,19.3594,1,117.44,172.0,False,False,val
SEQ_0488_frame_00085,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00085.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00085.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00085.png,1.7513,195.62,210.19,14.4456,1,115.47,186.0,False,False,val
SEQ_0488_frame_00096,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00096.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00096.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00096.png,5.9362,173.36,180.17,23.3513,1,114.74,162.0,False,False,val
SEQ_0488_frame_00097,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00097.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00097.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00097.png,4.0013,183.9,179.1,20.4447,1,114.83,202.0,False,False,val
SEQ_0488_frame_00098,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00098.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00098.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00098.png,1.7969,197.79,168.94,19.9727,1,115.02,172.0,False,False,val
SEQ_0488_frame_00099,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00099.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00099.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00099.png,5.4505,190.63,171.33,24.1242,1,117.71,239.0,False,False,val
SEQ_0488_frame_00203,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00203.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00203.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00203.png,4.2461,169.02,160.19,20.0486,1,113.47,132.0,False,False,val
SEQ_0488_frame_00204,0488,0,High Metabolic Activity (Active Rumination State),dataset/SEQ_0488/images/SEQ_0488_frame_00204.png,dataset/SEQ_0488/masks/SEQ_0488_frame_00204.png,dataset/SEQ_0488/overlays/SEQ_0488_frame_00204.png,8.9635,154.82,163.96,25.8437,1,114.67,157.0,False,False,val
